WI,WO,FRAC_W,ACC_W,CORDIC_STAGES,max_eig_rmse,max_vec_rmse,overflow,pass,area_proxy,cycle_proxy,at_proxy
17,17,9,27,8,0.0400156060592951,0.0406863214519477,0,0,1386,847,1173942
17,17,9,27,9,0.0417449555016618,0.0276281851736286,0,0,1392,931,1295952
17,17,9,27,10,0.0673858027321025,0.0262361089040061,0,0,1398,1015,1418970
17,17,9,27,11,0.0482981666435429,0.0290294135062256,0,0,1404,1099,1542996
17,17,9,27,12,0.0570067127887012,0.0361202397989969,0,0,1410,1183,1668030
17,17,9,27,13,0.0590104911985131,0.0281936787282275,0,0,1416,1267,1794072
17,17,9,27,14,0.096551293637995,0.0390833989810334,0,0,1422,1351,1921122
17,17,9,27,15,0.0864100715398094,0.0348588740191413,0,0,1428,1435,2049180
17,17,9,27,16,0.0951626727120488,0.0314439806847744,0,0,1434,1519,2178246
17,17,9,28,8,0.0400156060592951,0.0406863214519477,0,0,1428,847,1209516
17,17,9,28,9,0.0417449555016618,0.0276281851736286,0,0,1434,931,1335054
17,17,9,28,10,0.0673858027321025,0.0262361089040061,0,0,1440,1015,1461600
17,17,9,28,11,0.0482981666435429,0.0290294135062256,0,0,1446,1099,1589154
17,17,9,28,12,0.0570067127887012,0.0361202397989969,0,0,1452,1183,1717716
17,17,9,28,13,0.0590104911985131,0.0281936787282275,0,0,1458,1267,1847286
17,17,9,28,14,0.096551293637995,0.0390833989810334,0,0,1464,1351,1977864
17,17,9,28,15,0.0864100715398094,0.0348588740191413,0,0,1470,1435,2109450
17,17,9,28,16,0.0951626727120488,0.0314439806847744,0,0,1476,1519,2242044
17,17,9,29,8,0.0400156060592951,0.0406863214519477,0,0,1470,847,1245090
17,17,9,29,9,0.0417449555016618,0.0276281851736286,0,0,1476,931,1374156
17,17,9,29,10,0.0673858027321025,0.0262361089040061,0,0,1482,1015,1504230
17,17,9,29,11,0.0482981666435429,0.0290294135062256,0,0,1488,1099,1635312
17,17,9,29,12,0.0570067127887012,0.0361202397989969,0,0,1494,1183,1767402
17,17,9,29,13,0.0590104911985131,0.0281936787282275,0,0,1500,1267,1900500
17,17,9,29,14,0.096551293637995,0.0390833989810334,0,0,1506,1351,2034606
17,17,9,29,15,0.0864100715398094,0.0348588740191413,0,0,1512,1435,2169720
17,17,9,29,16,0.0951626727120488,0.0314439806847744,0,0,1518,1519,2305842
17,17,9,30,8,0.0400156060592951,0.0406863214519477,0,0,1512,847,1280664
17,17,9,30,9,0.0417449555016618,0.0276281851736286,0,0,1518,931,1413258
17,17,9,30,10,0.0673858027321025,0.0262361089040061,0,0,1524,1015,1546860
17,17,9,30,11,0.0482981666435429,0.0290294135062256,0,0,1530,1099,1681470
17,17,9,30,12,0.0570067127887012,0.0361202397989969,0,0,1536,1183,1817088
17,17,9,30,13,0.0590104911985131,0.0281936787282275,0,0,1542,1267,1953714
17,17,9,30,14,0.096551293637995,0.0390833989810334,0,0,1548,1351,2091348
17,17,9,30,15,0.0864100715398094,0.0348588740191413,0,0,1554,1435,2229990
17,17,9,30,16,0.0951626727120488,0.0314439806847744,0,0,1560,1519,2369640
17,17,9,31,8,0.0400156060592951,0.0406863214519477,0,0,1554,847,1316238
17,17,9,31,9,0.0417449555016618,0.0276281851736286,0,0,1560,931,1452360
17,17,9,31,10,0.0673858027321025,0.0262361089040061,0,0,1566,1015,1589490
17,17,9,31,11,0.0482981666435429,0.0290294135062256,0,0,1572,1099,1727628
17,17,9,31,12,0.0570067127887012,0.0361202397989969,0,0,1578,1183,1866774
17,17,9,31,13,0.0590104911985131,0.0281936787282275,0,0,1584,1267,2006928
17,17,9,31,14,0.096551293637995,0.0390833989810334,0,0,1590,1351,2148090
17,17,9,31,15,0.0864100715398094,0.0348588740191413,0,0,1596,1435,2290260
17,17,9,31,16,0.0951626727120488,0.0314439806847744,0,0,1602,1519,2433438
17,17,10,27,8,0.0265375532807595,0.0381932358985395,0,0,1386,847,1173942
17,17,10,27,9,0.0151230808910476,0.0215208968017874,0,0,1392,931,1295952
17,17,10,27,10,0.0315585630773738,0.0157947285784206,0,0,1398,1015,1418970
17,17,10,27,11,0.0260776893696204,0.0160966477103633,0,0,1404,1099,1542996
17,17,10,27,12,0.0287677404772422,0.0183947695005997,0,0,1410,1183,1668030
17,17,10,27,13,0.046926665121503,0.0136065692032038,0,0,1416,1267,1794072
17,17,10,27,14,0.0381219117916211,0.0157209213769936,0,0,1422,1351,1921122
17,17,10,27,15,0.0376438684289272,0.0175376815368604,0,0,1428,1435,2049180
17,17,10,27,16,0.055378648484134,0.0169038442359659,0,0,1434,1519,2178246
17,17,10,28,8,0.0265375532807595,0.0381932358985395,0,0,1428,847,1209516
17,17,10,28,9,0.0151230808910476,0.0215208968017874,0,0,1434,931,1335054
17,17,10,28,10,0.0315585630773738,0.0157947285784206,0,0,1440,1015,1461600
17,17,10,28,11,0.0260776893696204,0.0160966477103633,0,0,1446,1099,1589154
17,17,10,28,12,0.0287677404772422,0.0183947695005997,0,0,1452,1183,1717716
17,17,10,28,13,0.046926665121503,0.0136065692032038,0,0,1458,1267,1847286
17,17,10,28,14,0.0381219117916211,0.0157209213769936,0,0,1464,1351,1977864
17,17,10,28,15,0.0376438684289272,0.0175376815368604,0,0,1470,1435,2109450
17,17,10,28,16,0.055378648484134,0.0169038442359659,0,0,1476,1519,2242044
17,17,10,29,8,0.0265375532807595,0.0381932358985395,0,0,1470,847,1245090
17,17,10,29,9,0.0151230808910476,0.0215208968017874,0,0,1476,931,1374156
17,17,10,29,10,0.0315585630773738,0.0157947285784206,0,0,1482,1015,1504230
17,17,10,29,11,0.0260776893696204,0.0160966477103633,0,0,1488,1099,1635312
17,17,10,29,12,0.0287677404772422,0.0183947695005997,0,0,1494,1183,1767402
17,17,10,29,13,0.046926665121503,0.0136065692032038,0,0,1500,1267,1900500
17,17,10,29,14,0.0381219117916211,0.0157209213769936,0,0,1506,1351,2034606
17,17,10,29,15,0.0376438684289272,0.0175376815368604,0,0,1512,1435,2169720
17,17,10,29,16,0.055378648484134,0.0169038442359659,0,0,1518,1519,2305842
17,17,10,30,8,0.0265375532807595,0.0381932358985395,0,0,1512,847,1280664
17,17,10,30,9,0.0151230808910476,0.0215208968017874,0,0,1518,931,1413258
17,17,10,30,10,0.0315585630773738,0.0157947285784206,0,0,1524,1015,1546860
17,17,10,30,11,0.0260776893696204,0.0160966477103633,0,0,1530,1099,1681470
17,17,10,30,12,0.0287677404772422,0.0183947695005997,0,0,1536,1183,1817088
17,17,10,30,13,0.046926665121503,0.0136065692032038,0,0,1542,1267,1953714
17,17,10,30,14,0.0381219117916211,0.0157209213769936,0,0,1548,1351,2091348
17,17,10,30,15,0.0376438684289272,0.0175376815368604,0,0,1554,1435,2229990
17,17,10,30,16,0.055378648484134,0.0169038442359659,0,0,1560,1519,2369640
17,17,10,31,8,0.0265375532807595,0.0381932358985395,0,0,1554,847,1316238
17,17,10,31,9,0.0151230808910476,0.0215208968017874,0,0,1560,931,1452360
17,17,10,31,10,0.0315585630773738,0.0157947285784206,0,0,1566,1015,1589490
17,17,10,31,11,0.0260776893696204,0.0160966477103633,0,0,1572,1099,1727628
17,17,10,31,12,0.0287677404772422,0.0183947695005997,0,0,1578,1183,1866774
17,17,10,31,13,0.046926665121503,0.0136065692032038,0,0,1584,1267,2006928
17,17,10,31,14,0.0381219117916211,0.0157209213769936,0,0,1590,1351,2148090
17,17,10,31,15,0.0376438684289272,0.0175376815368604,0,0,1596,1435,2290260
17,17,10,31,16,0.055378648484134,0.0169038442359659,0,0,1602,1519,2433438
17,17,11,27,8,0.0194011102685872,0.0287987174693162,0,0,1386,847,1173942
17,17,11,27,9,0.0066377997595108,0.0155592767751776,0,0,1392,931,1295952
17,17,11,27,10,0.00976515777538985,0.0100146626475081,0,0,1398,1015,1418970
17,17,11,27,11,0.0119075802577281,0.00976080872741986,0,0,1404,1099,1542996
17,17,11,27,12,0.0148383566777902,0.0116794030057692,0,0,1410,1183,1668030
17,17,11,27,13,0.0172206027154674,0.0116765948220618,0,0,1416,1267,1794072
17,17,11,27,14,0.0181728276069828,0.00846097352466234,0,0,1422,1351,1921122
17,17,11,27,15,0.015327516980645,0.0103728233933689,0,0,1428,1435,2049180
17,17,11,27,16,0.02740885175787,0.00841830629332406,0,0,1434,1519,2178246
17,17,11,28,8,0.0194011102685872,0.0287987174693162,0,0,1428,847,1209516
17,17,11,28,9,0.0066377997595108,0.0155592767751776,0,0,1434,931,1335054
17,17,11,28,10,0.00976515777538985,0.0100146626475081,0,0,1440,1015,1461600
17,17,11,28,11,0.0119075802577281,0.00976080872741986,0,0,1446,1099,1589154
17,17,11,28,12,0.0148383566777902,0.0116794030057692,0,0,1452,1183,1717716
17,17,11,28,13,0.0172206027154674,0.0116765948220618,0,0,1458,1267,1847286
17,17,11,28,14,0.0181728276069828,0.00846097352466234,0,0,1464,1351,1977864
17,17,11,28,15,0.015327516980645,0.0103728233933689,0,0,1470,1435,2109450
17,17,11,28,16,0.02740885175787,0.00841830629332406,0,0,1476,1519,2242044
17,17,11,29,8,0.0194011102685872,0.0287987174693162,0,0,1470,847,1245090
17,17,11,29,9,0.0066377997595108,0.0155592767751776,0,0,1476,931,1374156
17,17,11,29,10,0.00976515777538985,0.0100146626475081,0,0,1482,1015,1504230
17,17,11,29,11,0.0119075802577281,0.00976080872741986,0,0,1488,1099,1635312
17,17,11,29,12,0.0148383566777902,0.0116794030057692,0,0,1494,1183,1767402
17,17,11,29,13,0.0172206027154674,0.0116765948220618,0,0,1500,1267,1900500
17,17,11,29,14,0.0181728276069828,0.00846097352466234,0,0,1506,1351,2034606
17,17,11,29,15,0.015327516980645,0.0103728233933689,0,0,1512,1435,2169720
17,17,11,29,16,0.02740885175787,0.00841830629332406,0,0,1518,1519,2305842
17,17,11,30,8,0.0194011102685872,0.0287987174693162,0,0,1512,847,1280664
17,17,11,30,9,0.0066377997595108,0.0155592767751776,0,0,1518,931,1413258
17,17,11,30,10,0.00976515777538985,0.0100146626475081,0,0,1524,1015,1546860
17,17,11,30,11,0.0119075802577281,0.00976080872741986,0,0,1530,1099,1681470
17,17,11,30,12,0.0148383566777902,0.0116794030057692,0,0,1536,1183,1817088
17,17,11,30,13,0.0172206027154674,0.0116765948220618,0,0,1542,1267,1953714
17,17,11,30,14,0.0181728276069828,0.00846097352466234,0,0,1548,1351,2091348
17,17,11,30,15,0.015327516980645,0.0103728233933689,0,0,1554,1435,2229990
17,17,11,30,16,0.02740885175787,0.00841830629332406,0,0,1560,1519,2369640
17,17,11,31,8,0.0194011102685872,0.0287987174693162,0,0,1554,847,1316238
17,17,11,31,9,0.0066377997595108,0.0155592767751776,0,0,1560,931,1452360
17,17,11,31,10,0.00976515777538985,0.0100146626475081,0,0,1566,1015,1589490
17,17,11,31,11,0.0119075802577281,0.00976080872741986,0,0,1572,1099,1727628
17,17,11,31,12,0.0148383566777902,0.0116794030057692,0,0,1578,1183,1866774
17,17,11,31,13,0.0172206027154674,0.0116765948220618,0,0,1584,1267,2006928
17,17,11,31,14,0.0181728276069828,0.00846097352466234,0,0,1590,1351,2148090
17,17,11,31,15,0.015327516980645,0.0103728233933689,0,0,1596,1435,2290260
17,17,11,31,16,0.02740885175787,0.00841830629332406,0,0,1602,1519,2433438
17,17,12,27,8,0.0156498574413845,0.0332728448307094,0,0,1386,847,1173942
17,17,12,27,9,0.0054911401369338,0.0143395405366846,0,0,1392,931,1295952
17,17,12,27,10,0.00542202345331972,0.00727421033031632,0,1,1398,1015,1418970
17,17,12,27,11,0.00599987685057589,0.00660067271906298,0,1,1404,1099,1542996
17,17,12,27,12,0.00551215445789526,0.00726457721108035,0,1,1410,1183,1668030
17,17,12,27,13,0.00674990376194262,0.00715163994761264,0,1,1416,1267,1794072
17,17,12,27,14,0.00732775712071609,0.00674655266668359,0,1,1422,1351,1921122
17,17,12,27,15,0.00775294167695983,0.00729504607156421,0,1,1428,1435,2049180
17,17,12,27,16,0.0104762935072837,0.00688423440144659,0,0,1434,1519,2178246
17,17,12,28,8,0.0156498574413845,0.0332728448307094,0,0,1428,847,1209516
17,17,12,28,9,0.0054911401369338,0.0143395405366846,0,0,1434,931,1335054
17,17,12,28,10,0.00542202345331972,0.00727421033031632,0,1,1440,1015,1461600
17,17,12,28,11,0.00599987685057589,0.00660067271906298,0,1,1446,1099,1589154
17,17,12,28,12,0.00551215445789526,0.00726457721108035,0,1,1452,1183,1717716
17,17,12,28,13,0.00674990376194262,0.00715163994761264,0,1,1458,1267,1847286
17,17,12,28,14,0.00732775712071609,0.00674655266668359,0,1,1464,1351,1977864
17,17,12,28,15,0.00775294167695983,0.00729504607156421,0,1,1470,1435,2109450
17,17,12,28,16,0.0104762935072837,0.00688423440144659,0,0,1476,1519,2242044
17,17,12,29,8,0.0156498574413845,0.0332728448307094,0,0,1470,847,1245090
17,17,12,29,9,0.0054911401369338,0.0143395405366846,0,0,1476,931,1374156
17,17,12,29,10,0.00542202345331972,0.00727421033031632,0,1,1482,1015,1504230
17,17,12,29,11,0.00599987685057589,0.00660067271906298,0,1,1488,1099,1635312
17,17,12,29,12,0.00551215445789526,0.00726457721108035,0,1,1494,1183,1767402
17,17,12,29,13,0.00674990376194262,0.00715163994761264,0,1,1500,1267,1900500
17,17,12,29,14,0.00732775712071609,0.00674655266668359,0,1,1506,1351,2034606
17,17,12,29,15,0.00775294167695983,0.00729504607156421,0,1,1512,1435,2169720
17,17,12,29,16,0.0104762935072837,0.00688423440144659,0,0,1518,1519,2305842
17,17,12,30,8,0.0156498574413845,0.0332728448307094,0,0,1512,847,1280664
17,17,12,30,9,0.0054911401369338,0.0143395405366846,0,0,1518,931,1413258
17,17,12,30,10,0.00542202345331972,0.00727421033031632,0,1,1524,1015,1546860
17,17,12,30,11,0.00599987685057589,0.00660067271906298,0,1,1530,1099,1681470
17,17,12,30,12,0.00551215445789526,0.00726457721108035,0,1,1536,1183,1817088
17,17,12,30,13,0.00674990376194262,0.00715163994761264,0,1,1542,1267,1953714
17,17,12,30,14,0.00732775712071609,0.00674655266668359,0,1,1548,1351,2091348
17,17,12,30,15,0.00775294167695983,0.00729504607156421,0,1,1554,1435,2229990
17,17,12,30,16,0.0104762935072837,0.00688423440144659,0,0,1560,1519,2369640
17,17,12,31,8,0.0156498574413845,0.0332728448307094,0,0,1554,847,1316238
17,17,12,31,9,0.0054911401369338,0.0143395405366846,0,0,1560,931,1452360
17,17,12,31,10,0.00542202345331972,0.00727421033031632,0,1,1566,1015,1589490
17,17,12,31,11,0.00599987685057589,0.00660067271906298,0,1,1572,1099,1727628
17,17,12,31,12,0.00551215445789526,0.00726457721108035,0,1,1578,1183,1866774
17,17,12,31,13,0.00674990376194262,0.00715163994761264,0,1,1584,1267,2006928
17,17,12,31,14,0.00732775712071609,0.00674655266668359,0,1,1590,1351,2148090
17,17,12,31,15,0.00775294167695983,0.00729504607156421,0,1,1596,1435,2290260
17,17,12,31,16,0.0104762935072837,0.00688423440144659,0,0,1602,1519,2433438
17,17,13,27,8,Inf,Inf,1,0,1386,847,1173942
17,17,13,27,9,Inf,Inf,1,0,1392,931,1295952
17,17,13,27,10,Inf,Inf,1,0,1398,1015,1418970
17,17,13,27,11,Inf,Inf,1,0,1404,1099,1542996
17,17,13,27,12,Inf,Inf,1,0,1410,1183,1668030
17,17,13,27,13,Inf,Inf,1,0,1416,1267,1794072
17,17,13,27,14,Inf,Inf,1,0,1422,1351,1921122
17,17,13,27,15,Inf,Inf,1,0,1428,1435,2049180
17,17,13,27,16,Inf,Inf,1,0,1434,1519,2178246
17,17,13,28,8,Inf,Inf,1,0,1428,847,1209516
17,17,13,28,9,Inf,Inf,1,0,1434,931,1335054
17,17,13,28,10,Inf,Inf,1,0,1440,1015,1461600
17,17,13,28,11,Inf,Inf,1,0,1446,1099,1589154
17,17,13,28,12,Inf,Inf,1,0,1452,1183,1717716
17,17,13,28,13,Inf,Inf,1,0,1458,1267,1847286
17,17,13,28,14,Inf,Inf,1,0,1464,1351,1977864
17,17,13,28,15,Inf,Inf,1,0,1470,1435,2109450
17,17,13,28,16,Inf,Inf,1,0,1476,1519,2242044
17,17,13,29,8,Inf,Inf,1,0,1470,847,1245090
17,17,13,29,9,Inf,Inf,1,0,1476,931,1374156
17,17,13,29,10,Inf,Inf,1,0,1482,1015,1504230
17,17,13,29,11,Inf,Inf,1,0,1488,1099,1635312
17,17,13,29,12,Inf,Inf,1,0,1494,1183,1767402
17,17,13,29,13,Inf,Inf,1,0,1500,1267,1900500
17,17,13,29,14,Inf,Inf,1,0,1506,1351,2034606
17,17,13,29,15,Inf,Inf,1,0,1512,1435,2169720
17,17,13,29,16,Inf,Inf,1,0,1518,1519,2305842
17,17,13,30,8,Inf,Inf,1,0,1512,847,1280664
17,17,13,30,9,Inf,Inf,1,0,1518,931,1413258
17,17,13,30,10,Inf,Inf,1,0,1524,1015,1546860
17,17,13,30,11,Inf,Inf,1,0,1530,1099,1681470
17,17,13,30,12,Inf,Inf,1,0,1536,1183,1817088
17,17,13,30,13,Inf,Inf,1,0,1542,1267,1953714
17,17,13,30,14,Inf,Inf,1,0,1548,1351,2091348
17,17,13,30,15,Inf,Inf,1,0,1554,1435,2229990
17,17,13,30,16,Inf,Inf,1,0,1560,1519,2369640
17,17,13,31,8,Inf,Inf,1,0,1554,847,1316238
17,17,13,31,9,Inf,Inf,1,0,1560,931,1452360
17,17,13,31,10,Inf,Inf,1,0,1566,1015,1589490
17,17,13,31,11,Inf,Inf,1,0,1572,1099,1727628
17,17,13,31,12,Inf,Inf,1,0,1578,1183,1866774
17,17,13,31,13,Inf,Inf,1,0,1584,1267,2006928
17,17,13,31,14,Inf,Inf,1,0,1590,1351,2148090
17,17,13,31,15,Inf,Inf,1,0,1596,1435,2290260
17,17,13,31,16,Inf,Inf,1,0,1602,1519,2433438
17,17,14,27,8,Inf,Inf,1,0,1386,847,1173942
17,17,14,27,9,Inf,Inf,1,0,1392,931,1295952
17,17,14,27,10,Inf,Inf,1,0,1398,1015,1418970
17,17,14,27,11,Inf,Inf,1,0,1404,1099,1542996
17,17,14,27,12,Inf,Inf,1,0,1410,1183,1668030
17,17,14,27,13,Inf,Inf,1,0,1416,1267,1794072
17,17,14,27,14,Inf,Inf,1,0,1422,1351,1921122
17,17,14,27,15,Inf,Inf,1,0,1428,1435,2049180
17,17,14,27,16,Inf,Inf,1,0,1434,1519,2178246
17,17,14,28,8,Inf,Inf,1,0,1428,847,1209516
17,17,14,28,9,Inf,Inf,1,0,1434,931,1335054
17,17,14,28,10,Inf,Inf,1,0,1440,1015,1461600
17,17,14,28,11,Inf,Inf,1,0,1446,1099,1589154
17,17,14,28,12,Inf,Inf,1,0,1452,1183,1717716
17,17,14,28,13,Inf,Inf,1,0,1458,1267,1847286
17,17,14,28,14,Inf,Inf,1,0,1464,1351,1977864
17,17,14,28,15,Inf,Inf,1,0,1470,1435,2109450
17,17,14,28,16,Inf,Inf,1,0,1476,1519,2242044
17,17,14,29,8,Inf,Inf,1,0,1470,847,1245090
17,17,14,29,9,Inf,Inf,1,0,1476,931,1374156
17,17,14,29,10,Inf,Inf,1,0,1482,1015,1504230
17,17,14,29,11,Inf,Inf,1,0,1488,1099,1635312
17,17,14,29,12,Inf,Inf,1,0,1494,1183,1767402
17,17,14,29,13,Inf,Inf,1,0,1500,1267,1900500
17,17,14,29,14,Inf,Inf,1,0,1506,1351,2034606
17,17,14,29,15,Inf,Inf,1,0,1512,1435,2169720
17,17,14,29,16,Inf,Inf,1,0,1518,1519,2305842
17,17,14,30,8,Inf,Inf,1,0,1512,847,1280664
17,17,14,30,9,Inf,Inf,1,0,1518,931,1413258
17,17,14,30,10,Inf,Inf,1,0,1524,1015,1546860
17,17,14,30,11,Inf,Inf,1,0,1530,1099,1681470
17,17,14,30,12,Inf,Inf,1,0,1536,1183,1817088
17,17,14,30,13,Inf,Inf,1,0,1542,1267,1953714
17,17,14,30,14,Inf,Inf,1,0,1548,1351,2091348
17,17,14,30,15,Inf,Inf,1,0,1554,1435,2229990
17,17,14,30,16,Inf,Inf,1,0,1560,1519,2369640
17,17,14,31,8,Inf,Inf,1,0,1554,847,1316238
17,17,14,31,9,Inf,Inf,1,0,1560,931,1452360
17,17,14,31,10,Inf,Inf,1,0,1566,1015,1589490
17,17,14,31,11,Inf,Inf,1,0,1572,1099,1727628
17,17,14,31,12,Inf,Inf,1,0,1578,1183,1866774
17,17,14,31,13,Inf,Inf,1,0,1584,1267,2006928
17,17,14,31,14,Inf,Inf,1,0,1590,1351,2148090
17,17,14,31,15,Inf,Inf,1,0,1596,1435,2290260
17,17,14,31,16,Inf,Inf,1,0,1602,1519,2433438
18,18,8,28,8,0.0798969197175525,0.0602749667984638,0,0,1428,847,1209516
18,18,8,28,9,0.0605747653624792,0.0530537780697017,0,0,1434,931,1335054
18,18,8,28,10,0.113138568110603,0.0546599974053039,0,0,1440,1015,1461600
18,18,8,28,11,0.141972829104309,0.0527038836907187,0,0,1446,1099,1589154
18,18,8,28,12,0.113083989075969,0.0642234270328539,0,0,1452,1183,1717716
18,18,8,28,13,0.150354449403871,0.0820765859815103,0,0,1458,1267,1847286
18,18,8,28,14,0.160677603753731,0.0698326992700785,0,0,1464,1351,1977864
18,18,8,28,15,0.14311576354419,0.0619969491617966,0,0,1470,1435,2109450
18,18,8,28,16,0.151314293524123,0.08754209609522,0,0,1476,1519,2242044
18,18,8,29,8,0.0798969197175525,0.0602749667984638,0,0,1470,847,1245090
18,18,8,29,9,0.0605747653624792,0.0530537780697017,0,0,1476,931,1374156
18,18,8,29,10,0.113138568110603,0.0546599974053039,0,0,1482,1015,1504230
18,18,8,29,11,0.141972829104309,0.0527038836907187,0,0,1488,1099,1635312
18,18,8,29,12,0.113083989075969,0.0642234270328539,0,0,1494,1183,1767402
18,18,8,29,13,0.150354449403871,0.0820765859815103,0,0,1500,1267,1900500
18,18,8,29,14,0.160677603753731,0.0698326992700785,0,0,1506,1351,2034606
18,18,8,29,15,0.14311576354419,0.0619969491617966,0,0,1512,1435,2169720
18,18,8,29,16,0.151314293524123,0.08754209609522,0,0,1518,1519,2305842
18,18,8,30,8,0.0798969197175525,0.0602749667984638,0,0,1512,847,1280664
18,18,8,30,9,0.0605747653624792,0.0530537780697017,0,0,1518,931,1413258
18,18,8,30,10,0.113138568110603,0.0546599974053039,0,0,1524,1015,1546860
18,18,8,30,11,0.141972829104309,0.0527038836907187,0,0,1530,1099,1681470
18,18,8,30,12,0.113083989075969,0.0642234270328539,0,0,1536,1183,1817088
18,18,8,30,13,0.150354449403871,0.0820765859815103,0,0,1542,1267,1953714
18,18,8,30,14,0.160677603753731,0.0698326992700785,0,0,1548,1351,2091348
18,18,8,30,15,0.14311576354419,0.0619969491617966,0,0,1554,1435,2229990
18,18,8,30,16,0.151314293524123,0.08754209609522,0,0,1560,1519,2369640
18,18,8,31,8,0.0798969197175525,0.0602749667984638,0,0,1554,847,1316238
18,18,8,31,9,0.0605747653624792,0.0530537780697017,0,0,1560,931,1452360
18,18,8,31,10,0.113138568110603,0.0546599974053039,0,0,1566,1015,1589490
18,18,8,31,11,0.141972829104309,0.0527038836907187,0,0,1572,1099,1727628
18,18,8,31,12,0.113083989075969,0.0642234270328539,0,0,1578,1183,1866774
18,18,8,31,13,0.150354449403871,0.0820765859815103,0,0,1584,1267,2006928
18,18,8,31,14,0.160677603753731,0.0698326992700785,0,0,1590,1351,2148090
18,18,8,31,15,0.14311576354419,0.0619969491617966,0,0,1596,1435,2290260
18,18,8,31,16,0.151314293524123,0.08754209609522,0,0,1602,1519,2433438
18,18,8,32,8,0.0798969197175525,0.0602749667984638,0,0,1596,847,1351812
18,18,8,32,9,0.0605747653624792,0.0530537780697017,0,0,1602,931,1491462
18,18,8,32,10,0.113138568110603,0.0546599974053039,0,0,1608,1015,1632120
18,18,8,32,11,0.141972829104309,0.0527038836907187,0,0,1614,1099,1773786
18,18,8,32,12,0.113083989075969,0.0642234270328539,0,0,1620,1183,1916460
18,18,8,32,13,0.150354449403871,0.0820765859815103,0,0,1626,1267,2060142
18,18,8,32,14,0.160677603753731,0.0698326992700785,0,0,1632,1351,2204832
18,18,8,32,15,0.14311576354419,0.0619969491617966,0,0,1638,1435,2350530
18,18,8,32,16,0.151314293524123,0.08754209609522,0,0,1644,1519,2497236
18,18,9,28,8,0.0400156060592951,0.0406863214519477,0,0,1428,847,1209516
18,18,9,28,9,0.0417449555016618,0.0276281851736286,0,0,1434,931,1335054
18,18,9,28,10,0.0673858027321025,0.0262361089040061,0,0,1440,1015,1461600
18,18,9,28,11,0.0482981666435429,0.0290294135062256,0,0,1446,1099,1589154
18,18,9,28,12,0.0570067127887012,0.0361202397989969,0,0,1452,1183,1717716
18,18,9,28,13,0.0590104911985131,0.0281936787282275,0,0,1458,1267,1847286
18,18,9,28,14,0.096551293637995,0.0390833989810334,0,0,1464,1351,1977864
18,18,9,28,15,0.0864100715398094,0.0348588740191413,0,0,1470,1435,2109450
18,18,9,28,16,0.0951626727120488,0.0314439806847744,0,0,1476,1519,2242044
18,18,9,29,8,0.0400156060592951,0.0406863214519477,0,0,1470,847,1245090
18,18,9,29,9,0.0417449555016618,0.0276281851736286,0,0,1476,931,1374156
18,18,9,29,10,0.0673858027321025,0.0262361089040061,0,0,1482,1015,1504230
18,18,9,29,11,0.0482981666435429,0.0290294135062256,0,0,1488,1099,1635312
18,18,9,29,12,0.0570067127887012,0.0361202397989969,0,0,1494,1183,1767402
18,18,9,29,13,0.0590104911985131,0.0281936787282275,0,0,1500,1267,1900500
18,18,9,29,14,0.096551293637995,0.0390833989810334,0,0,1506,1351,2034606
18,18,9,29,15,0.0864100715398094,0.0348588740191413,0,0,1512,1435,2169720
18,18,9,29,16,0.0951626727120488,0.0314439806847744,0,0,1518,1519,2305842
18,18,9,30,8,0.0400156060592951,0.0406863214519477,0,0,1512,847,1280664
18,18,9,30,9,0.0417449555016618,0.0276281851736286,0,0,1518,931,1413258
18,18,9,30,10,0.0673858027321025,0.0262361089040061,0,0,1524,1015,1546860
18,18,9,30,11,0.0482981666435429,0.0290294135062256,0,0,1530,1099,1681470
18,18,9,30,12,0.0570067127887012,0.0361202397989969,0,0,1536,1183,1817088
18,18,9,30,13,0.0590104911985131,0.0281936787282275,0,0,1542,1267,1953714
18,18,9,30,14,0.096551293637995,0.0390833989810334,0,0,1548,1351,2091348
18,18,9,30,15,0.0864100715398094,0.0348588740191413,0,0,1554,1435,2229990
18,18,9,30,16,0.0951626727120488,0.0314439806847744,0,0,1560,1519,2369640
18,18,9,31,8,0.0400156060592951,0.0406863214519477,0,0,1554,847,1316238
18,18,9,31,9,0.0417449555016618,0.0276281851736286,0,0,1560,931,1452360
18,18,9,31,10,0.0673858027321025,0.0262361089040061,0,0,1566,1015,1589490
18,18,9,31,11,0.0482981666435429,0.0290294135062256,0,0,1572,1099,1727628
18,18,9,31,12,0.0570067127887012,0.0361202397989969,0,0,1578,1183,1866774
18,18,9,31,13,0.0590104911985131,0.0281936787282275,0,0,1584,1267,2006928
18,18,9,31,14,0.096551293637995,0.0390833989810334,0,0,1590,1351,2148090
18,18,9,31,15,0.0864100715398094,0.0348588740191413,0,0,1596,1435,2290260
18,18,9,31,16,0.0951626727120488,0.0314439806847744,0,0,1602,1519,2433438
18,18,9,32,8,0.0400156060592951,0.0406863214519477,0,0,1596,847,1351812
18,18,9,32,9,0.0417449555016618,0.0276281851736286,0,0,1602,931,1491462
18,18,9,32,10,0.0673858027321025,0.0262361089040061,0,0,1608,1015,1632120
18,18,9,32,11,0.0482981666435429,0.0290294135062256,0,0,1614,1099,1773786
18,18,9,32,12,0.0570067127887012,0.0361202397989969,0,0,1620,1183,1916460
