0,-0.0078125,-0.001953125
1,0.005859375,0.015625
2,0.001953125,-0.005859375
3,0.013671875,0.00390625
4,0.005859375,0
5,-0.00390625,-0.001953125
6,-0.001953125,0.01171875
7,0.0078125,0.0234375
8,0,0.001953125
9,-0.005859375,-0.0078125
10,-0.0078125,0.00390625
11,0.00390625,0.013671875
12,-0.005859375,0.00390625
13,-0.01171875,-0.005859375
14,-0.005859375,0.0078125
15,0.0078125,-0.015625
16,0.00390625,0.001953125
17,0.009765625,-0.00390625
18,-0.001953125,0.001953125
19,-0.013671875,0.01171875
20,0.005859375,-0.0078125
21,0.0078125,0.009765625
22,0.001953125,-0.0078125
23,0.0078125,-0.015625
24,-0.00390625,-0.001953125
25,-0.001953125,-0.01171875
26,0.0078125,-0.0078125
27,-0.01171875,-0.021484375
28,0.001953125,0.00390625
29,0,0.005859375
30,0.005859375,-0.00390625
31,-0.015625,0
32,-0.001953125,-0.00390625
33,-0.0078125,-0.013671875
34,0.001953125,-0.005859375
35,-0.009765625,-0.013671875
36,0.00390625,-0.0078125
37,0.017578125,0.01171875
38,0.005859375,-0.009765625
39,-0.005859375,-0.009765625
40,0,0.005859375
41,0.005859375,0
42,-0.005859375,-0.001953125
43,0.0078125,-0.00390625
44,-0.00390625,0.0078125
45,-0.01171875,-0.009765625
46,0.009765625,-0.005859375
47,0,-0.00390625
48,0.005859375,0.0078125
49,0.0078125,0.013671875
50,-0.001953125,-0.001953125
51,0.005859375,0.021484375
52,0,-0.00390625
53,-0.009765625,0.00390625
54,-0.005859375,0.009765625
55,-0.009765625,0.013671875
56,-0.00390625,0.005859375
57,0.001953125,0.0078125
58,0.005859375,0.009765625
59,0.00390625,0.00390625
60,0,-0.01171875
61,-0.00390625,-0.013671875
62,-0.009765625,0.005859375
63,0.0078125,-0.0078125
64,-0.00390625,-0.00390625
65,0.01953125,0.0078125
66,0.0078125,-0.0078125
67,0.001953125,-0.013671875
68,0.001953125,-0.0078125
69,0.01171875,-0.0078125
70,0.005859375,0.00390625
71,0.009765625,-0.009765625
72,-0.001953125,-0.001953125
73,0.001953125,0.005859375
74,-0.0078125,0
75,-0.0078125,-0.00390625
76,-0.001953125,0
77,-0.001953125,-0.005859375
78,-0.0078125,-0.005859375
79,-0.00390625,0.01953125
80,0.0078125,0.00390625
81,-0.0078125,-0.0078125
82,0,0.015625
83,0.001953125,0.021484375
84,0.001953125,0.015625
85,-0.01171875,0.01171875
86,0.005859375,-0.0078125
87,-0.009765625,-0.017578125
88,-0.001953125,-0.005859375
89,-0.005859375,0.001953125
90,-0.0078125,0.0078125
91,-0.00390625,-0.01171875
92,-0.001953125,0
93,-0.005859375,-0.005859375
94,0.00390625,-0.005859375
95,0.01171875,0.015625
